Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Agency Description,Color Description,Body Style Description
4522401015,12/11/2020,611,,,CA,202007,,TOYT,PA,RD,3161 SEPULVEDA BLVD S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6432288.714566,51 - DOT - WESTERN,RED,PASSENGER CAR
4522823012,12/13/2020,1726,,,CA,201506,,FORD,PA,GY,500 SPRING ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6486047.602924,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4521793080,12/12/2020,1212,,,CA,202101,,DODG,PU,WT,6555 FOOTHILL BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6478594.230581,53 - DOT - VALLEY,WHITE,PICK-UP TRUCK
4521793076,12/12/2020,1211,,,CA,202011,,VOLV,CM,WT,6555 FOOTHILL BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6478594.230581,53 - DOT - VALLEY,WHITE,COMMERCIAL
4521793065,12/12/2020,1201,,,CA,202107,,FRHT,CM,BL,6467 FOOTHILL BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6479305.573634,53 - DOT - VALLEY,BLUE,COMMERCIAL
4522852666,12/12/2020,1142,,,CA,202111,,NISS,PA,WT,200 VENICE WAY,312W,51,21211B,BLK BIKE PATH OR LANE,93,6419394.34947,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4522401063,12/14/2020,632,,,CA,11,,FORD,PA,BK,800 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6484965.511416,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4522401074,12/14/2020,637,,,CA,202108,,FORD,VN,TN,800 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6484965.511416,51 - DOT - WESTERN,TAN,VAN
4522927732,12/14/2020,1101,,,CA,202101,,MITS,PA,WT,"4820 MARTIN LUTHER KING, JR BLVD W",00536,55,21211B,BLK BIKE PATH OR LANE,93,99999,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4522401085,12/14/2020,640,,,CA,202001,,PORS,PA,GY,1200 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6418307.832843,51 - DOT - WESTERN,GREY,PASSENGER CAR
4522391053,12/14/2020,1146,,,CA,202108,,UNK,MH,TN,562 VENICE BLVD S,00907,51,21211B,BLK BIKE PATH OR LANE,93,6421202.184609,51 - DOT - WESTERN,TAN,MOTOR HOME
4522817095,12/14/2020,1815,,,CA,202102,,TOYT,PA,BL,225 6TH ST E,00600,56,21211B,BLK BIKE PATH OR LANE,93,6485561.339442,56 - DOT - CENTRAL,BLUE,PASSENGER CAR
4522055801,12/14/2020,604,,,CA,202106,,KIA,PA,WT,9320 BROADWAY  S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6477307.595012,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4522979650,12/14/2020,1107,,,CA,202108,,DODG,PU,RD,1304 GLENDALE BL,00600,56,21211B,BLK BIKE PATH OR LANE,93,6482795.152046,56 - DOT - CENTRAL,RED,PICK-UP TRUCK
4522817235,12/15/2020,1750,,,CA,202110,,FORD,PA,GY,750 GRAND AVE S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6483730.296004,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4522853285,12/15/2020,1107,,,CA,202110,,ISU,CM,WT,716 ROSE AV E,00139,51,21211B,BLK BIKE PATH OR LANE,93,99999,51 - DOT - WESTERN,WHITE,COMMERCIAL
4522927124,12/16/2020,1415,,,CA,202112,,TOYT,PA,WT,3730 FIGUEROA ST S,00536,55,21211B,BLK BIKE PATH OR LANE,93,6475982.711461,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4522802966,12/16/2020,1043,,,MN,202102,,KW,CM,TU,10884 LE CONTE AVE,00148,51,21211B,BLK BIKE PATH OR LANE,93,6426967.012343,51 - DOT - WESTERN,TURQUOISE,COMMERCIAL
4522897772,12/16/2020,1209,,,CA,202108,,HOND,PA,WT,13012 RIVERSIDE DR,00356,53,21211B,BLK BIKE PATH OR LANE,93,6435710.473936,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4522940800,12/16/2020,1018,,,CA,202110,,FORD,PA,BK,757 MAIN ST S,00643,56,21211B,BLK BIKE PATH OR LANE,93,6485203.523121,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4522974525,12/16/2020,1339,,,CA,202104,,OTHR,PA,GY,3758 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4522897783,12/16/2020,1212,,,CA,202102,,FORD,PA,GY,12954 RIVERSIDE DR,00356,53,21211B,BLK BIKE PATH OR LANE,93,6436053.880942,53 - DOT - VALLEY,GREY,PASSENGER CAR
4522563054,12/17/2020,1232,,,CA,202102,,FRHT,CM,BK,10800 GLENOAKS BLVD,00331,53,21211B,BLK BIKE PATH OR LANE,93,6439469.893551,53 - DOT - VALLEY,BLACK,COMMERCIAL
4521794270,12/17/2020,1731,,,CA,202104,,TOYT,PA,BK,3770 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.104305,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4526986833,03/09/2021,1245,,,CA,,,TOYT,PU,SL,655 MAIN ST S,00101,56,21211B,BLK BIKE PATH OR LANE,93,6485714.897156,56 - DOT - CENTRAL,SILVER,PICK-UP TRUCK
4521794281,12/17/2020,1735,,,CA,202003,,LEXS,PA,BK,3770 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.104305,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4522922596,12/17/2020,1048,,,CA,202010,,CADI,PA,WT,2400 SUNSET BL,00444,54,21211B,BLK BIKE PATH OR LANE,93,6480482.110627,54 - DOT - HOLLYWOOD,WHITE,PASSENGER CAR
4522606480,12/17/2020,1054,,,CA,,,UNK,PA,WT,716 WASHINGTON BLVD,00134,51,21211B,BLK BIKE PATH OR LANE,93,6423904.817192,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4522563006,12/17/2020,1109,,,CA,202011,,OTHR,MH,BG,16260 RINALDI ST,00331,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,BEIGE,MOTOR HOME
4521794244,12/17/2020,1718,,,CA,202004,,HOND,PA,BL,3782 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.128994,55 - DOT - SOUTHERN,BLUE,PASSENGER CAR
4521794233,12/17/2020,1711,,,CA,202107,,BMW,PA,GY,3782 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.128994,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4522791092,12/18/2020,1256,,,CA,202107,,DODG,PU,WT,10100 ZELZAH AVE,378R1,53,21211B,BLK BIKE PATH OR LANE,93,6403518.498392,53 - DOT - VALLEY,WHITE,PICK-UP TRUCK
4522405403,12/18/2020,1411,,,CA,,,BMW,PA,MR,11629 GATEWAY BL,908R,51,21211B,BLK BIKE PATH OR LANE,93,6427523.466519,51 - DOT - WESTERN,MAROON,PASSENGER CAR
4523016153,12/18/2020,1247,,,CA,202010,,CADI,PA,WT,2400 SUNSET BL W,403B,54,21211B,BLK BIKE PATH OR LANE,93,99999,54 - DOT - HOLLYWOOD,WHITE,PASSENGER CAR
4523088732,12/18/2020,809,,,CA,202109,,CHEV,PA,WT,934 COLDEN AVE E,00500,55,21211B,BLK BIKE PATH OR LANE,93,6483345.290828,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4523246151,12/18/2020,1344,,,CA,202107,,INFI,PA,WT,3758 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4523230051,12/18/2020,1801,,,CA,202106,,FORD,PA,SL,3758 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4523088743,12/18/2020,811,,,CA,202004,,HOND,PA,TN,923 COLDEN AVE E,00500,55,21211B,BLK BIKE PATH OR LANE,93,6483280.504108,55 - DOT - SOUTHERN,TAN,PASSENGER CAR
4521794325,12/18/2020,1317,,,CA,202002,,HYUN,PA,MR,3770 FIGUEROA ST S,00541,55,21211B,BLK BIKE PATH OR LANE,93,6475979.104305,55 - DOT - SOUTHERN,MAROON,PASSENGER CAR
4523246140,12/18/2020,1341,,,CA,,,SAA,PA,GY,3758 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4523325634,12/18/2020,1128,,,CA,202109,,PTRB,CM,MR,15200 POLK ST,00379,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,MAROON,COMMERCIAL
4523201502,12/18/2020,609,,,CA,202107,,FORD,PU,WT,3420 SEPULVEDA BLVD S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6433351.127547,51 - DOT - WESTERN,WHITE,PICK-UP TRUCK
4523203871,12/19/2020,925,,,CA,202109,,VOLV,PA,BL,12421 VENICE BL,00133,51,21211B,BLK BIKE PATH OR LANE,93,6430180.102745,51 - DOT - WESTERN,BLUE,PASSENGER CAR
4523345562,12/21/2020,1329,,,CA,202012,,BMW,PA,BK,8325 FOOTHILL BLVD N,00315,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4522188160,12/21/2020,803,,,CA,202007,,FORD,MH,WT,11620 GATEWAY BLVD,00159,51,21211B,BLK BIKE PATH OR LANE,93,6427534.722606,51 - DOT - WESTERN,WHITE,MOTOR HOME
4523089266,12/21/2020,906,,,TX,,,CHEV,PA,BK,8756 BROADWAY  S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6477299.179112,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4523089255,12/21/2020,904,,,CA,202005,,CHRY,PA,BK,8800 BROADWAY  S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6477299.336025,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4523384246,12/22/2020,1344,,,CA,202004,,KW,TK,BK,23004 ROSCOE BLVD,378R1,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,BLACK,TRUCK
4523288641,12/23/2020,1825,,,CA,202110,,HYUN,PA,GY,12200 CHANDLER BL,00310,53,21211B,BLK BIKE PATH OR LANE,93,6440892.893819,53 - DOT - VALLEY,GREY,PASSENGER CAR
4523436540,12/23/2020,1027,,,CA,,,ROL,PA,OT,11100 CHANDLER BL,00310,53,21211B,BLK BIKE PATH OR LANE,93,6449000.782264,53 - DOT - VALLEY,OTHER,PASSENGER CAR
4522467235,12/23/2020,1311,,,CA,202112,,BMW,PA,WT,742 SPRING ST S,00665,56,21211B,BLK BIKE PATH OR LANE,93,6489741.49553,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4523442733,12/23/2020,1810,,,CA,202102,,FORD,PA,BK,301 LOS ANGELES ST N,00600,56,21211B,BLK BIKE PATH OR LANE,93,6487532.649559,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4523288722,12/23/2020,2305,,,CA,202101,,HOND,PA,GY,13451 RIVERSIDE DR,00310,53,21211B,BLK BIKE PATH OR LANE,93,6432773.92377674,53 - DOT - VALLEY,GREY,PASSENGER CAR
4523288711,12/23/2020,2301,,,CA,202011,,CADI,PA,UN,13205 RIVERSIDE DR,00310,53,21211B,BLK BIKE PATH OR LANE,93,6434471.988041,53 - DOT - VALLEY,UNKNOWN,PASSENGER CAR
4523163363,12/24/2020,1001,,,FL,202006,,CHEV,PA,BK,5931 AVALON BLVD S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6481277.41522,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4523459032,12/24/2020,154,,,CA,202110,,KIA,PA,BL,9824 BROADWAY  S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6477303.972102,55 - DOT - SOUTHERN,BLUE,PASSENGER CAR
4522406092,12/25/2020,815,,,AZ,,,FORD,CM,WT,10301 WOODMAN AVE,00319,53,21211B,BLK BIKE PATH OR LANE,93,6424398.803187,53 - DOT - VALLEY,WHITE,COMMERCIAL
4523378193,12/27/2020,140,,,CA,202008,,MERZ,PA,GY,8756 BROADWAY  S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6477299.179112,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4523567576,12/26/2020,1338,,,CA,202109,,HOND,PA,GY,9304 BROADWAY  S,00556,55,21211B,BLK BIKE PATH OR LANE,93,6477288.212146,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4522931464,12/27/2020,826,,,AZ,,,FORD,CM,WT,10325 WOODMAN AVE,330R2,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,WHITE,COMMERCIAL
4523567565,12/26/2020,1335,,,CA,202105,,DODG,PA,GY,9312 BROADWAY  S,00556,55,21211B,BLK BIKE PATH OR LANE,93,6477307.521781,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4523201760,12/28/2020,742,,,CA,202101,,VOLK,PA,WT,3576 SEPULVEDA BLVD S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6434180.506959,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4523201745,12/28/2020,734,,,CA,202010,,GMC,PU,TN,3191 SEPULVEDA BLVD S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6432495.574386,51 - DOT - WESTERN,TAN,PICK-UP TRUCK
4522931733,12/29/2020,1154,,,AZ,,,FORD,CM,WT,10335 WOODMAN AV,330R2,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,WHITE,COMMERCIAL
4523576886,12/29/2020,52,,,CA,,,CHEV,TK,GY,12200 STRATHERN ST,00316,53,21211B,BLK BIKE PATH OR LANE,93,6441116.454972,53 - DOT - VALLEY,GREY,TRUCK
4522827956,12/29/2020,1822,,,AZ,,,GMC,CM,WT,650 SPRING ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6485434.435857,56 - DOT - CENTRAL,WHITE,COMMERCIAL
4523202132,12/30/2020,726,,,CA,202011,,TOYT,PA,WT,3566 SEPULVEDA BLVD S,00161,51,21211B,BLK BIKE PATH OR LANE,93,99999,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4523577306,12/30/2020,127,,,CA,,,CHEV,TK,GY,12200 STRATHERN ST,00316,53,21211B,BLK BIKE PATH OR LANE,93,6441116.454972,53 - DOT - VALLEY,GREY,TRUCK
4523148324,12/30/2020,1106,,,CA,202105,,AUDI,PA,GY,12000 SAN VICENTE BL,112R,51,21211B,BLK BIKE PATH OR LANE,93,99999,51 - DOT - WESTERN,GREY,PASSENGER CAR
4522795406,12/30/2020,1200,,,CA,202001,,VOLV,PA,BK,229 WINDWARD AVE,00164,51,21211B,BLK BIKE PATH OR LANE,93,6419111.43096,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4523154974,12/30/2020,1614,,,CA,202106,,KIA,PA,GN,3860 FIGUEROA ST,00500,55,21211B,BLK BIKE PATH OR LANE,93,99999,55 - DOT - SOUTHERN,GREEN,PASSENGER CAR
4522906732,12/31/2020,1322,,,CA,202112,,GRUM,CM,BN,809 OLIVE ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6483819.358188,56 - DOT - CENTRAL,BROWN,COMMERCIAL
4522820573,12/31/2020,1728,,,CA,,,MAZD,PA,WT,1518 7TH ST W,00600,56,21211B,BLK BIKE PATH OR LANE,93,6479975.727819,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4522820396,12/31/2020,1134,,,CA,,,KIA,PA,BL,848 7TH ST W,00600,56,21211B,BLK BIKE PATH OR LANE,93,6483056.751254,56 - DOT - CENTRAL,BLUE,PASSENGER CAR
4522745264,01/01/2021,2219,,,FL,,,CHRY,PA,BL,12345 CHANDLER BL,00309,53,21211B,BLK BIKE PATH OR LANE,93,6440008.413919,53 - DOT - VALLEY,BLUE,PASSENGER CAR
4523854042,01/02/2021,1345,,,CA,202101,,HOND,PA,WT,1358 EXPOSITION BL W,00500,55,21211B,BLK BIKE PATH OR LANE,93,6470522.508149,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4523637322,01/02/2021,1712,,,CA,202107,,TOYT,PA,SL,3758 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4523637311,01/02/2021,1709,,,CA,202111,,CHEV,PA,WT,3758 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4523637333,01/02/2021,1714,,,IL,,,TOYT,PA,BK,3758 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4523929480,01/04/2021,1609,,,CA,202109,,MERC,PA,GN,865 ROSE AVE,908R,51,21211B,BLK BIKE PATH OR LANE,93,6420367.530559,51 - DOT - WESTERN,GREEN,PASSENGER CAR
4523919540,01/04/2021,1907,,,CA,202102,,TOYT,PA,RD,3758 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,RED,PASSENGER CAR
4523919551,01/04/2021,1908,,,CA,202104,,TOYT,PU,GN,3758 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,GREEN,PICK-UP TRUCK
4523673184,01/04/2021,955,,,CA,,,CADI,PA,WT,2717 GRIFFITH PARK BLVD,00461,54,21211B,BLK BIKE PATH OR LANE,93,99999,54 - DOT - HOLLYWOOD,WHITE,PASSENGER CAR
4523148560,01/04/2021,1234,,,CA,202110,,BMW,PA,GY,11690 SAN VICENTE BL,112R,51,21211B,BLK BIKE PATH OR LANE,93,6421159.677906,51 - DOT - WESTERN,GREY,PASSENGER CAR
4523327174,01/04/2021,1418,,,CA,202105,,MERC,PA,GY,9416 LAUREL CANYON BLVD,00341,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,GREY,PASSENGER CAR
4523327163,01/04/2021,1415,,,CA,202103,,VOLK,PA,YE,9416 LAUREL CANYON BLVD,00341,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,YELLOW,PASSENGER CAR
4523919562,01/04/2021,1909,,,CA,202112,,TOYT,PA,GY,3758 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4522854114,01/04/2021,1033,,,CA,202102,,FORD,MH,WT,701 MAIN ST S,00133,51,21211B,BLK BIKE PATH OR LANE,93,99999,51 - DOT - WESTERN,WHITE,MOTOR HOME
4523904943,01/04/2021,1118,,,CA,202112,,NISS,PA,GY,216 5TH ST E,00600,56,21211B,BLK BIKE PATH OR LANE,93,6486039.07345,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4523895806,01/05/2021,1231,,,IL,202105,,AUDI,PA,WT,551 GRAND BLVD,00163,51,21211B,BLK BIKE PATH OR LANE,93,6420540.679999,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4523895795,01/05/2021,1225,,,CA,202012,,TOYT,PU,SL,551 GRAND BLVD,00163,51,21211B,BLK BIKE PATH OR LANE,93,6420540.679999,51 - DOT - WESTERN,SILVER,PICK-UP TRUCK
4523594961,01/05/2021,1409,,,CA,202005,,HOND,PA,BK,5326 AVALON BLVD S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6481278.631585,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4523878516,01/05/2021,812,,,CA,,,TOYT,PU,BL,108 OXFORD AV N,00400,57,21211B,BLK BIKE PATH OR LANE,93,99999,57 - HABITUAL VIOLATORS,BLUE,PICK-UP TRUCK
4523878520,01/05/2021,814,,,CA,202111,,TOYT,TK,GY,108 OXFORD AV N,00400,57,21211B,BLK BIKE PATH OR LANE,93,99999,57 - HABITUAL VIOLATORS,GREY,TRUCK
4523945683,01/05/2021,1042,,,CA,,,CADI,PA,WT,2717 GRIFFITH AVE,00445,54,21211B,BLK BIKE PATH OR LANE,93,99999,54 - DOT - HOLLYWOOD,WHITE,PASSENGER CAR
4523543076,01/05/2021,257,,,CA,,,JAGU,PA,BK,1845 CAHUENGA BLVD N,401B,54,21211B,BLK BIKE PATH OR LANE,93,99999,54 - DOT - HOLLYWOOD,BLACK,PASSENGER CAR
4523687125,01/06/2021,1614,,,IN,4,,GMC,PA,YE,6859 WOODMAN AVE,00310,53,21211B,BLK BIKE PATH OR LANE,93,6431258.130341,53 - DOT - VALLEY,YELLOW,PASSENGER CAR
4523855405,01/06/2021,1011,,,CA,202107,,HOND,PA,SL,3770 FIGUEROA ST S,539AH,55,21211B,BLK BIKE PATH OR LANE,93,6475979.104305,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4527274441,03/09/2021,1104,,,CA,201912,,TOYT,PA,GO,13521 VAN NUYS BLVD,00331,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,GOLD,PASSENGER CAR
4526967395,03/09/2021,1109,,,CA,202103,,CHEV,PA,GY,815 6TH ST E,00600,56,21211B,BLK BIKE PATH OR LANE,93,6483548.179936,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4526508582,03/09/2021,1047,,,CA,6,,CHEV,VN,WT,8040 RESEDA BLVD,360R1,53,21211B,BLK BIKE PATH OR LANE,93,6399604.749597,53 - DOT - VALLEY,WHITE,VAN
4527127640,03/09/2021,1559,,,CA,,,HOND,PA,GY,900 MAIN ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6484431.585396,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4526498281,03/09/2021,617,,,CA,202109,,FORD,VN,BK,9418 LAUREL CANYON BLVD,00331,53,21211B,BLK BIKE PATH OR LANE,93,6434210.533474,53 - DOT - VALLEY,BLACK,VAN
4527133866,03/09/2021,749,,,CA,,,CHEV,PA,SL,11110 BROADWAY  S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6477298.124559,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4526498340,03/09/2021,723,,,CA,,,OTHR,MH,WT,16690 FOOTHILL BLVD,00331,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,WHITE,MOTOR HOME
4526879593,03/09/2021,851,,,CA,202112,,HOND,PA,GY,127 6TH ST E,00600,56,21211B,BLK BIKE PATH OR LANE,93,6485786.319978,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4527232404,03/10/2021,1934,,,CA,202109,,FORD,PA,WT,219 7TH ST W,00600,56,21211B,BLK BIKE PATH OR LANE,93,6485054.884007,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4523919164,01/07/2021,2232,,,CA,202106,,TOYT,PA,GY,4048 TUJUNGA AVE,00309,53,21211B,BLK BIKE PATH OR LANE,93,6446997.340211,53 - DOT - VALLEY,GREY,PASSENGER CAR
4524099101,01/07/2021,1118,,,CA,202104,,HOND,PA,MR,3770 FIGUEROA ST S,538H,55,21211B,BLK BIKE PATH OR LANE,93,6475979.104305,55 - DOT - SOUTHERN,MAROON,PASSENGER CAR
4524099112,01/07/2021,1118,,,CA,202110,,DODG,PU,SL,3770 FIGUEROA ST S,538H,55,21211B,BLK BIKE PATH OR LANE,93,6475979.104305,55 - DOT - SOUTHERN,SILVER,PICK-UP TRUCK
4523761351,01/08/2021,1408,,,CA,,,FORD,VN,WT,6101 MONTEREY ROAD,00634,56,21211B,BLK BIKE PATH OR LANE,93,6506188.539136,56 - DOT - CENTRAL,WHITE,VAN
4524226626,01/08/2021,1347,,,CA,202110,,JEEP,PA,WT,410 SPRING ST S,00665,56,21211B,BLK BIKE PATH OR LANE,93,6486411.356457,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4523671294,01/08/2021,2141,,,KY,,,UNK,PA,WT,1600 92ND ST W,00101,55,21211B,BLK BIKE PATH OR LANE,93,6469273.932666,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4524150142,01/08/2021,1150,,,CA,,,HOND,PA,BK,3758 FIGUEROA ST,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475979.04181,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4523650191,01/08/2021,1459,,,CA,202107,,BMW,PA,WT,3760 FIGUEROA ST S,549B,55,21211B,BLK BIKE PATH OR LANE,93,6475979.052226,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4524248724,01/09/2021,834,,,IL,202109,,LEXS,PA,SL,4101 VINELAND AVE,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6449593.874836,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4524160955,01/10/2021,338,,,CA,202105,,LEXS,PA,GY,9801 BROADWAY  S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6477244.104449,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4523671375,01/09/2021,2209,,,KY,,,UNK,PA,WT,1600 92ND ST W,00101,55,21211B,BLK BIKE PATH OR LANE,93,6469273.932666,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4523988674,01/10/2021,1045,,,CA,,,AUDI,PA,BK,9300 BROADWAY  S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6477278.557328,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4523988700,01/10/2021,1058,,,CO,,,CADI,PA,WT,8756 BROADWAY  S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6477299.179112,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4357199324,08/03/2019,810,,,CA,202006,,HOND,PA,SL,6121 LANKERSHIM BLVD,00324,53,21211B,BLK BIKE PATH OR LANE,93,6445309.064736,53 - DOT - VALLEY,SILVER,PASSENGER CAR
1109780556,06/25/2019,2027,,,CA,202007,,TIOG,MH,BE,3120 E 1ST ST,HBK,1,21211B,BLK BIKE PATH OR LAN,93,6501075.035231,WESTERN,,MOTOR HOME
1114321843,09/15/2019,1540,,,CA,202004,,NISS,TR,BK,2231 S GRAND ST,5A84,1,21211B,BLK BIKE PATH OR LAN,93,6473418.680349,WESTERN,BLACK,TRAILER
1116307286,08/08/2019,2252,,,CA,201907,,TOYO,TR,TA,3511 S SEPULVEDA,00201,51,21211B,BLK BIKE PATH OR LAN,93,6433802.7992427,51 - DOT - WESTERN,,TRAILER
1120599384,07/29/2019,2300,,,CA,202001,,HYUN,PA,GY,2ND E/O FIGUEROA,00123,1,21211B,BLK BIKE PATH OR LAN,93,99999,WESTERN,GREY,PASSENGER CAR
1121306734,08/04/2019,1045,,,CA,202003,,NISS,PA,GY,BALBOA/SESNON,17A67,1,21211B,BLK BIKE PATH OR LAN,93,99999,WESTERN,GREY,PASSENGER CAR
1121646514,08/27/2019,1315,,,CA,202012,,UTIL,TL,WH,11601 S SAN PEDRO ST,18SL6,1,21211B,BLK BIKE PATH OR LAN,93,6479902.455536,WESTERN,,
1121653551,08/12/2019,930,,,CA,202402,,TRIM,TL,,11701 S SAN PEDRO ST,18SL6,1,21211B,BLK BIKE PATH OR LAN,93,6479898.502633,WESTERN,,
